timestamp,close,high,low,trade_count,open,volume,vwap
2025-05-12 13:30:00+00:00,187.43,188.51,185.335,180,185.645,13832,187.496775
2025-05-12 13:31:00+00:00,186.09,188.555,185.815,98,188.525,7011,187.227379
2025-05-12 13:32:00+00:00,185.995,186.675,185.995,36,186.2,1796,186.214012
2025-05-12 13:33:00+00:00,186.595,186.68,185.97,79,185.97,8311,186.464565
2025-05-12 13:34:00+00:00,186.665,186.8,186.435,117,186.675,8183,186.65437
2025-05-12 13:35:00+00:00,186.055,186.61,186.055,101,186.61,8940,186.379834
2025-05-12 13:36:00+00:00,185.56,186.06,185.15,52,186.06,3394,185.633051
2025-05-12 13:37:00+00:00,185.73,185.73,185.26,81,185.28,4633,185.450927
2025-05-12 13:38:00+00:00,185.53,185.735,185.37,145,185.71,17514,185.537327
2025-05-12 13:39:00+00:00,185.85,186.105,185.74,136,185.845,13466,185.898386
2025-05-12 13:40:00+00:00,185.84,186.22,185.79,62,185.93,5671,185.940448
2025-05-12 13:41:00+00:00,186.03,186.25,185.87,55,185.93,4099,185.986236
2025-05-12 13:42:00+00:00,185.95,186.21,185.81,96,185.99,11909,185.929752
2025-05-12 13:43:00+00:00,186.1,186.195,185.79,96,186.08,15158,185.968172
2025-05-12 13:44:00+00:00,186.61,186.625,185.95,95,186.155,10966,186.149486
2025-05-12 13:45:00+00:00,186.92,187.02,186.615,59,186.67,3926,186.888167
2025-05-12 13:46:00+00:00,186.55,186.98,186.55,134,186.94,12306,186.820943
2025-05-12 13:47:00+00:00,186.76,186.78,186.2,79,186.51,19668,186.515763
2025-05-12 13:48:00+00:00,187.03,187.145,186.705,111,186.8,9667,186.901169
2025-05-12 13:49:00+00:00,187.265,187.27,187.07,85,187.17,12358,187.114203
2025-05-12 13:50:00+00:00,187.07,187.43,187.07,60,187.295,5487,187.182039
2025-05-12 13:51:00+00:00,187.0,187.365,187.0,47,187.105,4924,187.122833
2025-05-12 13:52:00+00:00,187.405,187.445,187.19,35,187.19,2064,187.354412
2025-05-12 13:53:00+00:00,188.09,188.09,187.7,74,187.7,3887,187.85875
2025-05-12 13:54:00+00:00,187.9,188.04,187.79,31,188.04,1773,187.979111
2025-05-12 13:55:00+00:00,187.39,187.96,187.32,41,187.92,2874,187.601869
2025-05-12 13:56:00+00:00,187.24,187.35,187.12,165,187.35,21817,187.171669
2025-05-12 13:57:00+00:00,187.31,187.4,187.195,37,187.195,2151,187.284937
2025-05-12 13:58:00+00:00,187.44,187.475,187.08,86,187.225,10673,187.176371
2025-05-12 13:59:00+00:00,187.65,187.65,187.42,28,187.43,2669,187.545997
2025-05-12 14:00:00+00:00,187.905,188.0,187.69,64,187.825,2864,187.865
2025-05-12 14:01:00+00:00,187.57,187.88,187.57,35,187.88,2427,187.729474
2025-05-12 14:02:00+00:00,187.22,187.57,187.17,49,187.57,3494,187.270382
2025-05-12 14:03:00+00:00,187.505,187.53,187.15,62,187.275,5291,187.210362
2025-05-12 14:04:00+00:00,187.94,187.99,187.755,55,187.755,7663,187.929679
2025-05-12 14:05:00+00:00,188.19,188.39,187.98,70,187.99,7867,188.119632
2025-05-12 14:06:00+00:00,188.35,188.37,188.28,36,188.31,1478,188.326165
2025-05-12 14:07:00+00:00,188.265,188.34,188.265,12,188.34,481,188.311667
2025-05-12 14:08:00+00:00,188.56,188.56,188.41,54,188.43,4442,188.495886
2025-05-12 14:09:00+00:00,188.48,188.815,188.46,129,188.81,19287,188.594217
2025-05-12 14:10:00+00:00,188.79,188.815,188.57,49,188.59,4826,188.739324
2025-05-12 14:11:00+00:00,188.625,188.8,188.57,137,188.78,23321,188.643168
2025-05-12 14:12:00+00:00,188.41,188.74,188.41,137,188.635,23428,188.565285
2025-05-12 14:13:00+00:00,188.38,188.5,188.3,131,188.35,14360,188.396171
2025-05-12 14:14:00+00:00,188.625,188.65,188.395,58,188.395,5754,188.477929
2025-05-12 14:15:00+00:00,188.53,188.75,188.41,119,188.67,26924,188.560335
2025-05-12 14:16:00+00:00,188.34,188.57,188.29,93,188.57,8903,188.419539
2025-05-12 14:17:00+00:00,188.515,188.57,188.26,129,188.33,19290,188.497502
2025-05-12 14:18:00+00:00,188.405,188.65,188.285,128,188.55,36340,188.426797
2025-05-12 14:19:00+00:00,188.28,188.535,188.22,94,188.535,14339,188.310411
2025-05-12 14:20:00+00:00,188.125,188.28,187.98,109,188.27,17081,188.15364
2025-05-12 14:21:00+00:00,187.93,188.36,187.89,116,188.11,12948,188.025904
2025-05-12 14:22:00+00:00,187.985,187.985,187.71,117,187.93,12695,187.837381
2025-05-12 14:23:00+00:00,188.055,188.12,188.01,57,188.01,6637,188.060816
2025-05-12 14:24:00+00:00,187.945,188.02,187.74,122,188.0,12701,187.917728
2025-05-12 14:25:00+00:00,187.875,187.96,187.72,161,187.96,27249,187.773732
2025-05-12 14:26:00+00:00,187.39,187.855,187.39,185,187.855,27952,187.709621
2025-05-12 14:27:00+00:00,187.39,187.57,187.37,72,187.37,8750,187.438925
2025-05-12 14:28:00+00:00,187.135,187.41,186.98,71,187.4,8414,187.281991
2025-05-12 14:29:00+00:00,186.63,186.98,186.61,21,186.91,1747,186.780938
2025-05-12 14:30:00+00:00,186.89,186.89,186.45,73,186.71,5138,186.677637
2025-05-12 14:31:00+00:00,187.38,187.38,186.79,85,187.02,8664,186.983178
2025-05-12 14:32:00+00:00,187.135,187.325,186.965,76,187.265,9714,187.104569
2025-05-12 14:33:00+00:00,187.15,187.17,187.02,81,187.135,10630,187.097858
2025-05-12 14:34:00+00:00,186.89,187.12,186.87,152,187.12,21656,186.931371
2025-05-12 14:35:00+00:00,186.75,186.92,186.73,104,186.92,13985,186.861317
2025-05-12 14:36:00+00:00,186.775,186.815,186.61,64,186.74,7188,186.719607
2025-05-12 14:37:00+00:00,186.81,187.02,186.63,98,186.73,14677,186.819142
2025-05-12 14:38:00+00:00,186.82,186.82,186.68,47,186.76,8963,186.77073
2025-05-12 14:39:00+00:00,187.06,187.12,186.86,37,186.86,4436,187.029225
2025-05-12 14:40:00+00:00,187.1,187.1,186.85,52,186.98,7161,186.936624
2025-05-12 14:41:00+00:00,187.07,187.17,187.05,39,187.125,3629,187.090821
2025-05-12 14:42:00+00:00,187.05,187.18,186.96,79,187.12,13850,187.026183
2025-05-12 14:43:00+00:00,187.035,187.06,186.94,128,187.06,16193,186.991086
2025-05-12 14:44:00+00:00,187.22,187.22,186.88,67,187.035,6128,186.986671
2025-05-12 14:45:00+00:00,187.16,187.26,187.09,53,187.26,3426,187.119589
2025-05-12 14:46:00+00:00,187.225,187.305,187.125,27,187.125,1878,187.218426
2025-05-12 14:47:00+00:00,187.2,187.25,187.07,66,187.25,6937,187.102983
2025-05-12 14:48:00+00:00,187.18,187.42,187.17,68,187.38,3886,187.320579
