timestamp,close,high,low,trade_count,open,volume,vwap
2025-05-06 15:36:00+00:00,199.4,199.4,199.315,30,199.39,2632,199.347045
2025-05-06 15:37:00+00:00,199.31,199.43,199.26,51,199.43,3802,199.345968
2025-05-06 15:38:00+00:00,199.19,199.29,199.19,26,199.29,1277,199.254
2025-05-06 15:39:00+00:00,199.105,199.2,199.105,24,199.2,1506,199.1495
2025-05-06 15:40:00+00:00,199.17,199.17,199.07,21,199.16,1225,199.1455
2025-05-06 15:41:00+00:00,199.12,199.195,199.09,31,199.195,1798,199.128996
2025-05-06 15:42:00+00:00,198.83,199.07,198.82,34,199.07,2823,198.984167
2025-05-06 15:43:00+00:00,198.73,198.84,198.73,17,198.84,917,198.796821
2025-05-06 15:44:00+00:00,198.82,198.82,198.72,13,198.73,909,198.76625
2025-05-06 15:45:00+00:00,198.95,198.95,198.75,19,198.78,1056,198.836429
2025-05-06 15:46:00+00:00,198.89,198.89,198.775,8,198.89,500,198.85875
2025-05-06 15:47:00+00:00,198.89,198.89,198.88,6,198.88,253,198.885
2025-05-06 15:48:00+00:00,199.035,199.06,198.94,17,199.01,1611,198.998155
2025-05-06 15:49:00+00:00,199.025,199.05,199.0,16,199.015,1857,199.030991
2025-05-06 15:50:00+00:00,198.99,199.03,198.99,16,199.03,805,199.015268
2025-05-06 15:51:00+00:00,198.775,198.92,198.72,39,198.905,2481,198.815124
2025-05-06 15:52:00+00:00,198.845,198.92,198.81,16,198.81,1146,198.866667
2025-05-06 15:53:00+00:00,198.8,198.85,198.79,61,198.845,4088,198.831245
2025-05-06 15:54:00+00:00,198.76,198.83,198.75,28,198.83,2584,198.768865
2025-05-06 15:55:00+00:00,198.75,198.76,198.66,64,198.725,6941,198.722452
2025-05-06 15:56:00+00:00,198.94,198.94,198.75,57,198.75,3119,198.8188
2025-05-06 15:57:00+00:00,198.92,198.98,198.92,13,198.975,885,198.945
2025-05-06 15:58:00+00:00,198.9,198.92,198.9,24,198.91,1375,198.907273
2025-05-06 15:59:00+00:00,198.79,198.89,198.76,22,198.89,965,198.805
2025-05-06 16:00:00+00:00,198.82,198.82,198.82,6,198.82,169,198.82
2025-05-06 16:01:00+00:00,198.86,198.86,198.74,25,198.79,2045,198.796316
2025-05-06 16:02:00+00:00,198.86,198.93,198.84,23,198.84,1248,198.8725
2025-05-06 16:03:00+00:00,198.86,198.87,198.79,24,198.84,1846,198.847813
2025-05-06 16:04:00+00:00,198.98,199.045,198.91,30,198.91,3295,199.012958
2025-05-06 16:05:00+00:00,198.99,199.02,198.975,24,198.98,2501,198.999773
2025-05-06 16:06:00+00:00,199.09,199.15,199.06,22,199.06,1617,199.104783
2025-05-06 16:07:00+00:00,199.3,199.3,199.06,29,199.1,2116,199.133091
