timestamp,close,high,low,trade_count,open,volume,vwap
2025-05-06 16:00:00+00:00,199.505,200.62,198.74,1658,198.82,112238,199.578168
2025-05-06 17:00:00+00:00,199.04,199.99,198.7,1419,199.555,99773,199.253249
2025-05-06 18:00:00+00:00,199.81,199.81,198.8,1325,199.06,83143,199.2864
2025-05-06 19:00:00+00:00,198.445,200.15,198.4,2276,199.81,154646,199.2644
2025-05-07 13:00:00+00:00,197.76,199.3,197.38,2058,199.205,142015,198.154743
2025-05-07 14:00:00+00:00,197.47,199.4,197.46,2008,197.85,153673,198.529256
2025-05-07 15:00:00+00:00,195.1,197.51,193.26,5370,197.51,476700,194.6528
2025-05-07 16:00:00+00:00,195.52,195.65,194.52,1898,195.1,155857,195.049553
2025-05-07 17:00:00+00:00,194.6,195.735,194.24,1759,195.62,118642,195.055456
2025-05-07 18:00:00+00:00,195.46,195.69,193.3,2256,194.67,135555,194.407161
2025-05-07 19:00:00+00:00,196.25,197.39,194.16,3681,195.425,288495,195.753316
2025-05-08 13:00:00+00:00,196.15,198.12,196.09,2083,197.5,168723,196.89447
2025-05-08 14:00:00+00:00,196.665,197.22,194.69,3232,196.02,266324,195.671054
2025-05-08 15:00:00+00:00,199.33,199.75,196.41,2969,196.515,243426,197.97401
2025-05-08 16:00:00+00:00,199.67,200.05,199.03,1544,199.38,119805,199.780116
2025-05-08 17:00:00+00:00,198.315,199.84,198.315,1476,199.76,101369,199.108737
2025-05-08 18:00:00+00:00,198.68,199.235,198.1,1670,198.33,110225,198.67145
2025-05-08 19:00:00+00:00,197.45,199.68,197.17,4465,198.65,406090,198.066829
2025-05-09 13:00:00+00:00,199.725,200.52,198.4,1550,198.6,100847,199.46039
2025-05-09 14:00:00+00:00,198.36,200.24,197.54,2036,199.75,166685,198.821523
2025-05-09 15:00:00+00:00,198.735,199.16,198.14,1390,198.46,92696,198.665854
2025-05-09 16:00:00+00:00,197.965,198.68,197.76,1039,198.68,66998,198.137962
2025-05-09 17:00:00+00:00,198.68,198.8,197.62,1349,198.0,100151,198.208989
2025-05-09 18:00:00+00:00,198.935,199.125,198.47,1169,198.75,79460,198.905077
2025-05-09 19:00:00+00:00,198.49,199.41,198.355,2198,199.07,159418,198.743167
2025-05-12 13:00:00+00:00,208.4,211.23,206.75,4771,211.15,420319,208.172123
2025-05-12 14:00:00+00:00,209.19,210.23,208.47,3881,208.52,295987,209.446901
